id,gender,age,aum227,aum306
75827,M,31,1,1653.63
75828,M,36,52.17,232.45
75829,M,38,110057.78,113405.22
75830,M,24,113.24,16.55
75831,M,31,57.25,116.69
75832,M,26,1000.12,1600
75833,M,40,88.56,13961.04
75834,M,35,3559.2,1127.26
75835,M,30,38.35,38.35
75836,M,39,77024.38,74303.46
75837,M,24,920.88,638.87
75838,M,41,1933.18,5904.66
75839,M,24,8375.65,12445.87
75840,M,27,4569.87,2125.9
75841,M,43,232.65,49.03
75842,M,47,379.95,3.04
75843,F,36,500,11240.92
75844,M,36,868.91,868.91
75845,M,23,1.08,1.08
75846,M,36,55.71,55.71
75847,M,32,2.97,2.97
75848,M,20,3474.84,779.6
75849,M,32,3351.02,2070.48
75850,M,25,18006.07,12586.05
75851,M,29,10377.64,70619.14
75852,M,40,81760.24,374609.32
75853,M,35,738172.12,739101.64
75854,M,35,484.1,484.1
75855,F,39,225433.31,145615.41
75856,M,25,0,0.24
75857,F,27,1970.66,1645.34
75858,M,36,7708.57,7717.23
75859,M,36,22916.2,22028.56
75860,M,23,14714.66,14504.66
75861,M,36,225.1,0
75862,M,33,99648.86,96966.33
75863,M,39,298.46,0.32
75864,F,34,3.83,6.83
75865,M,34,279.17,20075.67
75866,M,34,840.35,746.52
75867,M,34,4994.83,14156.17
75868,M,33,46.33,46.33
75869,M,32,54171.72,50781.3
75870,M,34,126.54,368.29
75871,M,27,55.23,55.23
75872,M,33,1217.08,43018.38
75873,M,42,228.8,28.8
75874,M,37,50331.98,50802
75875,M,27,3652.97,3292.03
75876,F,25,1256.86,103.96
75877,M,26,1000,1000
75878,F,27,18.2,940.69
75879,M,20,6.78,6.78
75880,M,24,63315.59,46281.11
75881,M,37,803214.86,608169.94
75882,M,53,1078.14,121.44
75883,M,37,248.21,19.23
75884,M,25,6.67,6.67
75885,M,31,3010.2,3011.83
75886,M,30,3.06,441.34
75887,M,41,616.48,9164.5
75888,M,28,25545.32,28887.41
75889,M,28,31.09,31.09
75890,M,23,482.77,725.98
75891,M,20,346.34,0.74
75892,M,40,2.46,2.46
75893,M,29,47767.04,54065.22
75894,M,26,0,0
75895,M,36,11572.94,22.52
75896,M,26,502.28,502.28
75897,M,35,419.96,1510.82
75898,M,21,0.1,235.63
75899,M,40,6865.32,65499.56
75900,M,48,61500.21,32300.21
75901,M,50,55479.48,34626.18
75902,M,21,0,0
75903,M,29,732.97,363.05
75904,M,21,1057.91,188.7
75905,M,26,0.11,0.11
75906,F,37,701.95,437.91
75907,M,34,426.43,179.69
75908,M,29,394.91,78.36
75909,F,35,1309.02,4252.76
75910,M,31,98369.64,95081.54
75911,M,26,20007.8,17387.57
75912,M,31,13507.05,730.13
75913,M,36,491009.25,301570.37
75914,M,40,1155793.15,1152618.26
75915,M,29,101.19,101.19
75916,M,35,20154.45,3184.44
75917,M,33,3349.16,3311.19
75918,M,29,3960.12,2748.84
75919,M,45,0.47,0.47
75920,M,46,47730.95,49478.02
75921,M,29,46230.23,112032.76
75922,M,27,22712.37,19774.82
75923,M,25,0,0
75924,M,52,29.99,29.99
75925,F,40,127.24,103.28
75926,M,26,2564.88,3092.88
75927,M,30,9112.07,4557.08
75928,F,36,1982065.71,1988526.07
75929,F,34,89.39,20.39
75930,M,48,2028.99,0.99
75931,M,45,328041.72,338085.4
75932,M,33,51630.69,81158.49
75933,M,29,0,0
75934,M,36,658.97,27352.99
75935,M,50,915.52,0.24
75936,M,23,0.14,0.14
75937,M,36,3029.25,29.25
75938,M,32,337772.63,377240.47
75939,M,27,0.87,0.87
75940,M,27,174355.2,204133.48
75941,M,37,21400.4,20313.76
75942,F,30,546.61,148.71
75943,M,38,20149.63,6849.63
75944,F,35,63197.71,42441.05
75945,M,31,463.17,1297.89
75946,F,36,1404356.13,1372149.59
75947,M,36,31012.98,20887.98
75948,F,49,88.55,1476.09
75949,M,40,12771.91,6477.64
75950,M,49,0,0
75951,M,36,1.21,1.21
75952,M,28,266.13,12.93
75953,M,58,105963.89,103163.89
75954,M,25,74.04,42.14
75955,M,34,199.92,117.72
75956,M,37,909156.59,897727.44
75957,M,52,47.17,46.97
75958,M,36,1807.14,1807.13
75959,M,24,5800.41,28154.06
75960,M,36,35734.77,41350.98
75961,F,27,41033.13,47816.11
75962,M,23,1004.18,901.41
75963,M,35,814.08,553.18
75964,M,28,33.1,16.24
75965,M,28,0.35,0
75966,F,33,1578.64,55.35
75967,M,30,1.25,70.25
75968,M,44,17143.51,16071.01
75969,F,26,207.78,207.78
75970,M,45,2.23,622.79
75971,M,32,65.91,8.11
75972,M,41,815158.16,874143.58
75973,M,29,1300.02,3.63
75974,F,48,41.43,41.43
75975,F,30,0,0
75976,M,29,437.56,1244.49
75977,M,49,4411.3,3417.9
75978,M,21,275.23,223.16
75979,M,41,11249.46,3301.09
75980,M,52,528093.89,533368.85
75981,M,42,69296.84,14754.84
75982,F,25,21153.81,1703.81
75983,M,22,1492.73,4689.23
75984,F,35,449.78,61.55
75985,M,41,2150.16,2658.16
75986,M,38,5173.66,5123.66
75987,M,34,317562.06,317539.06
75988,F,26,56.53,56.53
75989,M,29,81239.81,25185.06
75990,M,41,13913.62,65176.02
75991,M,20,41.38,41.38
75992,F,35,20.97,28.17
75993,M,29,17.34,6894.11
75994,M,29,16513.69,4483.72
75995,M,47,56175.06,18138.17
75996,M,34,6316.09,55498.94
75997,M,48,0.3,8164.7
75998,M,51,24679.47,552.09
75999,M,37,0,0
76000,M,50,180.9,180.9
76001,M,28,1202.64,510.69
76002,M,37,201532.76,206208.94
76003,M,54,31336.93,27141.92
76004,M,35,175.48,178.28
76005,M,40,74982.85,89724.97
76006,M,31,3265.38,203.83
76007,M,44,95967.07,22693.44
76008,M,37,18027.63,2966.17
76009,M,22,10.18,10.18
76010,M,39,304793.34,304815.93
76011,M,25,0,0.09
76012,M,32,4675.1,17950.41
76013,M,33,48.95,2.95
76014,M,43,2019.55,185.07
76015,M,30,212.67,57.8
76016,M,19,6.42,22.95
76017,M,40,307.94,6202.9
76018,M,20,1260.23,1068.68
76019,M,28,2309.85,6364.85
76020,M,31,4.25,36.18
76021,M,28,76.48,76.48
76022,M,40,195.47,0
76023,M,44,297.71,297.71
76024,M,26,0,0
76025,M,25,131.77,112.77
76026,M,40,51751.51,50062.54
76027,M,44,4.69,0.69
76028,M,26,788.27,788.41
76029,F,26,1034.31,145.68
76030,M,40,1029985.6,1026459.9
76031,M,25,29227.96,28946.21
76032,M,34,90970.3,93893.09
76033,M,40,291.03,291.03
76034,M,39,410203.26,601815.89
76035,M,50,2242.85,801.85
76036,M,23,83.52,83.52
76037,M,36,409.72,8041.47
76038,M,32,21094.19,21064.19
76039,M,32,524.13,131.15
76040,M,33,86.93,86.93
76041,M,24,2792.86,2061.6
76042,M,31,9162.5,2367.7
76043,M,34,4926.72,5011.97
76044,M,48,35.24,78.19
76045,M,30,1663.37,3569.37
76046,F,30,133566.1,121002.76
76047,M,50,304.38,104.38
76048,M,34,25029.91,62324.69
76049,M,45,102.86,50102.86
76050,M,22,14.14,4.14
76051,M,38,6748.79,4623.79
76052,M,34,177.97,177.42
76053,M,23,1984.18,425.07
76054,M,31,53887.32,29477.8
76055,M,23,584.62,1168.62
76056,M,41,2570.79,420.7
76057,M,20,557.94,5.85
76058,M,38,3324.43,1206.87
76059,M,24,5409.25,4826.2
76060,M,32,9.89,6978.73
76061,M,45,9692.47,0.47
76062,M,44,2443234.71,2423440.85
76063,M,31,0.08,249.67
76064,F,34,54181.36,54181.36
76065,M,23,1.04,1.04
76066,F,35,0.89,124.69
76067,M,22,3.69,3.69
76068,M,29,9060.07,7096.07
76069,F,33,422.53,222.54
76070,M,38,10936.43,10651.37
76071,F,18,6.21,56.26
76072,M,24,3756.78,2189.62
76073,M,27,9338.59,2014.39
76074,M,28,20277.75,23312.45
76075,M,50,28082.36,24877.83
76076,M,43,21125.73,39118.74
76077,M,30,72330.39,80.39
76078,M,29,2821.94,1622.14
76079,F,40,100984.3,77665.05
76080,M,28,3492.31,3307.04
76081,M,42,33.91,33.91
76082,M,38,1857356.2,1858320.99
76083,M,51,3818.49,16265.49
76084,M,38,2941.51,12945.08
76085,M,30,0.14,546.4
76086,F,30,23.61,8.81
76087,F,24,0.07,0.07
76088,M,30,49241.18,232355.68
76089,M,20,15.99,15.99
76090,M,23,4.69,0.48
76091,M,63,81227.71,9573.71
76092,F,28,240.44,348.62
76093,M,48,736.43,736.43
76094,M,44,187231.15,75941.6
76095,M,32,17.28,17.28
76096,F,34,0,0
76097,M,31,14362.7,32504.32
76098,M,40,409331.23,218353.85
76099,M,28,15.23,15.23
76100,F,27,6.7,841.62
76101,M,29,5.01,4.18
76102,M,27,12.62,5.54
76103,M,38,157.66,157.66
76104,M,33,2.18,2.18
76105,F,33,6.19,6.19
76106,M,34,2226.36,2227.55
76107,M,29,21929.62,11941.57
76108,M,28,2147,2057
76109,F,34,21.27,2.27
76110,M,31,7002.35,6109.21
76111,M,25,0,2.11
76112,M,26,2587.29,1390.1
76113,M,32,456.42,21056.42
76114,M,36,1181.43,1123.34
76115,F,31,112063.22,82369.15
76116,M,37,121091.07,138559.09
76117,M,38,510030.49,510386.49
76118,M,40,5114.11,1558.21
76119,M,27,0.89,75.18
76120,M,31,11898.65,8440.16
76121,F,23,734.09,0.19
76122,M,37,2017.38,2017.38
76123,F,41,130.54,18.67
76124,M,36,1891.97,1527.32
76125,M,48,1313.61,13813.61
76126,F,29,236.65,267.59
76127,M,42,13371.49,11971.49
76128,F,24,1,8.9
76129,M,36,98.6,4699.99
76130,M,34,169.28,169.28
76131,M,33,8.83,8.83
76132,M,30,3193.17,2742.46
76133,M,42,319223.61,304322.97
76134,M,47,15562.11,1373.58
76135,M,28,0.44,0.44
76136,M,53,0.21,0.21
76137,M,34,5962.98,5949.33
76138,F,27,509128.44,463408.31
76139,M,21,287.15,554.19
76140,F,29,202.24,2226.33
76141,F,46,15437.29,65445.01
76142,M,30,35.93,15.03
76143,M,37,49.72,10000
76144,M,25,1829.6,430.37
76145,M,46,651284.45,651312.39
76146,M,46,16318.85,28502.09
76147,M,45,10030.71,0.71
76148,M,49,10464.47,12664.47
76149,M,30,1932.43,1821.22
76150,F,39,124.17,625.17
76151,M,20,0.53,0.53
76152,M,62,143832.11,143818.15
76153,M,23,109.52,2617.06
76154,M,46,20.04,20.04
76155,M,26,2518.11,2412.23
76156,M,20,6.89,6.89
76157,M,44,388.33,2333.33
76158,M,24,63.78,6.11
76159,M,26,0.55,3.2
76160,M,38,4.33,4.33
76161,M,33,156774.74,128839.39
76162,M,31,5733.85,7891.5
76163,M,41,16289.59,10250.09
76164,M,31,780.56,19.84
76165,M,28,1592.01,320
76166,M,37,6365.96,5217.22
76167,M,24,3184.33,0
76168,M,47,431.36,431.36
76169,M,23,48.22,13.22
76170,M,28,22.15,2.85
76171,M,25,19.44,19.44
76172,M,35,1114.14,2462.54
76173,F,32,13215.54,24136.85
76174,F,26,412.5,562.11
76175,M,33,0.9,42.55
76176,F,57,658857.63,672293.95
76177,F,25,0.69,600.69
76178,M,32,229061.34,28120.38
76179,F,25,28.13,3428.13
76180,F,27,292.41,304.41
76181,F,31,60.96,60.96
76182,M,37,5903.25,7295.95
76183,M,30,0.35,0.35
76184,F,35,10415.9,80.29
76185,M,53,514725.55,514725.55
76186,M,50,5000.66,4689.63
76187,M,29,2585.15,2585.15
76188,M,26,71.47,103.9
76189,M,32,122.59,122.59
76190,F,23,747.34,4.66
76191,M,21,22.08,3.88
76192,M,43,135998.38,120682.56
76193,M,36,328860.25,415659.08
76194,M,35,1924.09,1876.09
76195,F,56,228017.72,266347.72
76196,M,22,286,823.85
76197,M,20,0.93,0.11
76198,M,32,384198.16,420442.61
76199,M,57,1575.98,812.08
76200,M,38,291248.77,305601.06
76201,M,33,81.39,1381.39
76202,M,44,9.74,9.74
76203,M,31,10175.31,8742.93
76204,M,49,786854.69,810099.19
76205,M,26,0.08,154.45
76206,M,32,9.59,7.17
76207,M,62,27523.21,27507.4
76208,M,31,5217178.92,5224267.92
76209,F,32,688.64,869.64
76210,M,37,978628.75,970220.64
76211,M,26,3.27,3.27
76212,F,39,1811.21,1187.54
76213,M,22,6360.15,5198.63
76214,M,30,413.3,404.59
76215,F,38,35158.24,39692.75
76216,M,41,5753.83,4953.83
76217,F,26,242730.86,3021.3
76218,M,30,1471.06,1738.03
76219,M,31,5822.76,5822.76
76220,F,31,0.44,18.55
76221,M,32,59.04,156.33
76222,F,24,541.54,454.44
76223,M,27,33850.84,46743.04
76224,M,33,5923.48,5097.26
76225,M,29,-9999,905.2
76226,M,32,0.81,0.81
76227,M,42,554.87,17054.87
76228,F,41,712564.05,918436.75
76229,M,21,64.86,1103.03
76230,M,43,-9999,-9999
76231,M,22,16.73,16.73
76232,M,25,2047.06,442.06
76233,M,35,1357.8,829.16
76234,M,31,3017.33,336
76235,M,29,1579.7,1016.4
76236,F,24,0.47,47.61
76237,M,38,396.8,3696.8
76238,M,26,0.89,391.89
76239,M,34,137068.99,292520.67
76240,M,59,332.59,332.59
76241,M,28,24420.22,24420.22
76242,M,41,4452.1,943.85
76243,F,36,518560.24,501875.85
76244,M,44,-9999,-9999
76245,M,29,5458.89,12920.89
76246,F,39,14183.76,1703.92
76247,M,33,11.25,11.12
76248,M,39,628.58,398.58
76249,M,23,606.32,209.02
76250,M,32,3616.43,920.66
76251,M,49,1027.37,816.37
76252,M,36,12232.17,17.78
76253,M,27,8.33,14.16
76254,M,28,186.92,186.92
76255,M,29,1422.97,1420.97
76256,M,26,2.83,6601.37
76257,M,41,702.64,417.08
76258,M,38,1668.64,7694.53
76259,M,34,3.43,14521.87
76260,M,28,133.12,176.15
76261,M,24,1.68,0.61
76262,M,42,478582.02,475654.02
76263,M,35,5000.91,4977.91
76264,M,23,2998.64,1413.32
76265,M,25,20130.74,4835.1
76266,M,43,82956.67,41836.76
76267,M,44,3.61,1.21
76268,M,23,19.99,3.99
76269,M,30,163672.14,128000.59
76270,M,37,30788.41,30799.73
76271,M,30,3813.21,225.64
76272,M,37,391.79,375.39
76273,M,54,11616.23,5471.73
76274,M,25,1823.87,728.09
76275,M,38,9.98,9.98
76276,M,43,1121.05,1055.72
76277,M,31,4619.02,10655.25
76278,M,35,2.15,2.15
76279,F,25,112.68,8.61
76280,M,46,10.24,2.84
76281,F,39,5517.25,1846.69
76282,M,32,238.72,238.72
76283,M,46,54104.31,56257.91
76284,M,35,1,5
76285,M,27,1801.59,501.64
76286,M,36,796232.25,796232.25
76287,M,38,60000.01,60000.01
76288,M,28,694.95,5407.66
76289,M,35,0,0
76290,M,35,9,4
76291,M,31,58831.95,55328.95
76292,M,18,29.27,2.68
76293,M,40,9306.06,2213.75
76294,M,48,1000.99,600.79
76295,M,30,112015.01,94936.21
76296,F,43,0,0.23
76297,M,30,941326.59,934699.28
76298,M,30,80147.32,80173.86
76299,M,30,5572.08,597.49
76300,M,30,10372.4,373.91
76301,M,29,48.61,48.61
76302,M,27,692.22,28.18
76303,M,32,700.04,1400.94
76304,M,29,14.16,2.16
76305,M,34,4.05,504.05
76306,M,61,141315.11,139605.34
76307,M,31,0,0
76308,M,32,1350.67,1024.05
76309,M,21,103.81,103.81
76310,F,27,1439.93,300.53
76311,M,27,13291.7,9388.99
76312,M,32,9584.48,230.55
76313,M,28,51023.46,152071.65
76314,M,29,274.61,290.54
76315,M,24,919,686.24
76316,M,23,80.4,58.85
76317,M,22,27.72,2.22
76318,M,30,580.9,824.07
76319,M,36,11010.19,10043.06
76320,M,30,208496.54,199383.22
76321,F,26,190.65,190.65
76322,M,37,223.09,47.78
76323,M,34,11265.23,4121.8
76324,M,28,17329.73,12409
76325,M,35,1975.08,166.26
76326,M,20,10.95,0
76327,M,30,3611.3,3298.7
76328,M,47,1610380.25,1610223.25
76329,M,35,29778.51,102326
76330,M,33,75452.81,189200
76331,M,32,101548.86,98947.2
76332,M,27,10045.17,10050.65
76333,M,29,1815.41,1815.41
76334,M,25,245.67,5.61
76335,F,48,6908.36,6908.36
76336,M,31,5.53,5.53
76337,M,30,10205.51,11332.22
76338,M,32,0.43,0.43
76339,M,30,35.36,555.09
76340,M,32,88.71,49.33
76341,M,27,-9999,-9999
76342,F,27,5030.24,3727.9
76343,F,25,23.42,678.62
76344,M,35,5537.09,1056.09
76345,F,19,144.31,306.18
76346,M,44,326.6,326.6
76347,M,42,132.31,239.78
76348,M,21,1.63,1.63
76349,M,29,163.67,7.52
76350,M,32,2600.66,2206.23
76351,M,30,611.59,661.74
76352,M,37,3905.69,3238.69
76353,M,49,26246.05,51084.42
76354,M,41,20292.12,17208.82
76355,F,30,48.26,8.56
76356,M,25,0.13,0.13
76357,M,40,75743.11,74199.19
76358,M,40,120433.81,117238.73
76359,M,32,2132.04,207.8
76360,F,29,827.71,1451.01
76361,M,53,211.36,3056.87
76362,M,52,3086.13,1728.13
76363,F,25,225.86,75.51
76364,M,25,10.66,8.66
76365,M,30,28.53,28.53
76366,M,28,352.31,307.55
76367,F,38,323.93,323.93
76368,F,33,11.16,139.16
76369,M,33,2358.65,45.79
76370,M,31,62111.99,58437.99
76371,F,53,1706.44,2306.44
76372,M,28,0.7,0.7
76373,M,29,6242.29,613.02
76374,M,30,28.34,157.53
76375,M,38,32814.46,37529.84
76376,M,31,52.17,1892.38
76377,M,43,91352.64,91799.96
76378,M,55,533.7,533.7
76379,F,46,3197.88,12197.88
76380,M,33,6.47,6.47
76381,M,26,22.98,38996
76382,M,30,3544.17,1244.9
76383,M,34,11188.18,3683.94
76384,M,24,174.55,3.87
76385,M,46,119,2420.95
76386,F,25,2.3,747.1
76387,M,32,111.41,111.41
76388,M,28,8544.42,6790.42
76389,M,54,16289.47,8994.49
76390,M,28,2401.41,126.59
76391,M,31,41724.48,3694.48
76392,M,28,1540.49,1250.74
76393,M,25,383.11,3720.23
76394,M,50,30546.98,31147.38
76395,M,30,11209.84,14711.52
76396,M,33,101288.42,103612.42
76397,M,29,308075.4,158683.79
76398,M,40,3178.25,1757.66
76399,M,37,27081.61,137097.61
76400,M,29,0.79,0.61
76401,F,27,21796.77,25798.41
76402,M,28,30056.01,24418.03
76403,M,27,53.19,10.19
76404,F,28,17180.3,62141.31
76405,M,61,124379.83,140230.15
76406,M,35,28254.32,17937.75
76407,M,38,10389.61,5388.7
76408,M,28,164359.27,168071.3
76409,M,28,0,0
76410,M,22,0.87,0.87
76411,F,33,40091.1,22380.95
76412,M,22,24.6,37.66
76413,M,26,69.84,33.84
76414,F,57,197.43,75.02
76415,M,26,5.05,3324.12
76416,F,44,584.83,2183.83
76417,M,34,8518.17,33.51
76418,F,38,132.55,659.55
76419,M,32,221.57,8077.69
76420,F,41,774.23,259.27
76421,M,46,1470487.28,1470067.19
76422,M,33,50719.16,50107.1
76423,F,32,0.02,0.01
76424,F,35,261.54,68.54
76425,M,24,3,95.86
76426,M,46,92309.08,92336.91
76427,M,33,3015.71,2505.71
76428,F,25,429.02,160.41
76429,M,46,7377.01,7327.18
76430,F,42,243.23,331.38
76431,F,30,3.88,3.88
76432,M,25,0,0
76433,M,25,8444.22,7993.77
76434,M,32,39.29,996.07
76435,M,29,67.37,57.44
76436,M,33,31.76,1292.29
76437,F,51,254998.2,295745.33
76438,M,27,34.84,873.46
76439,M,31,22308.2,20492.43
76440,M,39,501106.5,491106.5
76441,F,51,92.97,119.52
76442,F,26,28.51,28.51
76443,M,23,3407.81,622.62
76444,M,27,0.32,70.32
76445,M,38,144846.5,144135.55
76446,F,44,1098488.5,1094541.51
76447,F,34,3187,1173.32
76448,M,31,30416.87,183557.95
76449,M,23,1366.91,327.41
76450,M,28,7255.09,2880.61
76451,M,37,4357.26,1839.86
76452,M,31,118.42,18.42
76453,M,29,28067.17,27762.54
76454,F,22,1477.95,740.1
76455,M,32,1375.97,58.81
76456,M,21,79.38,22.58
76457,M,33,8613.03,9989.11
76458,M,52,151.45,135
76459,M,32,26381.37,45622.77
76460,M,42,9923.71,10501.71
76461,F,43,4084.57,1685.97
76462,M,36,168381.54,220677.44
76463,M,34,7862.82,10406.35
76464,F,29,490.46,142.86
76465,M,36,43858.57,24042.75
76466,M,37,104790.21,103851.7
76467,M,48,294833.97,264833.97
76468,M,24,90371.28,94973.2
76469,M,34,1528.63,1312.63
76470,M,29,9.63,613.78
76471,M,22,4412.08,1991.18
76472,M,37,6.67,1712.82
76473,M,25,187.46,17963.14
76474,M,37,15838.92,4813.32
76475,M,21,0.06,259.74
76476,M,26,1117.22,6305.17
76477,M,25,81,22.68
76478,F,33,500.91,545.97
76479,M,32,14061.82,14430.9
76480,M,39,1626.11,966.61
76481,M,27,610.44,610.44
76482,F,34,161.63,656.06
76483,M,32,250.87,650.87
76484,M,27,27.38,182.14
76485,M,30,32.98,516.8
76486,M,30,48.22,8.61
76487,M,25,1785.47,1321.9
76488,M,76,908440.66,927169.56
76489,F,23,89.88,17.93
76490,M,27,6622.68,3969.6
76491,M,19,34559.57,32538.07
76492,M,35,1510.38,1800.87
76493,M,21,152.26,10752.26
76494,M,59,219867.21,218677.75
76495,F,34,5648.26,3439.2
76496,M,20,0,0
76497,F,31,1680.18,10221.91
76498,M,51,19099.81,16045.07
76499,M,24,469.59,12.59
76500,M,34,440.11,469.92
76501,M,31,54260.23,185.58
76502,M,37,68923.03,11036.55
76503,M,38,6107.83,6107.83
76504,M,29,62.18,12.17
76505,M,28,2202.27,4773.13
76506,M,28,8032.83,9034.21
76507,M,36,25126,22938.59
76508,M,34,711.36,2303.36
76509,M,25,13369.69,11619.01
76510,M,39,13707.8,13707.8
76511,F,34,0.84,0.45
76512,M,42,40242.2,49491.59
76513,F,29,1153.28,1153.28
76514,F,27,3482911.58,3378874.38
76515,M,34,0,0
76516,M,34,1839.04,12197.04
76517,M,36,4656.09,57.94
76518,M,31,0.33,7.33
76519,M,25,5104.16,3541.82
76520,F,23,71.48,56.98
76521,M,40,1712.67,1653.52
76522,M,35,38.77,437.15
76523,F,40,210810.01,167153.19
76524,F,54,3355301.78,3155652.85
76525,M,42,41884.74,36198.89
76526,M,19,0,2.96
76527,F,26,1573.6,168.86
76528,M,50,82969.47,74357.03
76529,M,25,21.47,21.41
76530,M,36,5248.89,610.96
76531,M,65,1455007.47,1460419.5
76532,F,36,28.92,28.92
76533,M,33,7.65,7.65
76534,M,28,43.89,2003.92
76535,M,29,4.5,1.1
76536,M,35,1490,0
76537,M,35,140.32,10.4
76538,M,27,1005,985.42
76539,M,47,462247.78,540212.36
76540,M,53,1.13,7873.21
76541,M,37,256507.61,256307.65
76542,M,38,72946.41,72759.43
76543,M,30,15508.9,15517.36
76544,M,27,2910.79,2671.79
76545,F,57,15,15
76546,M,26,6063.99,5503.51
76547,M,28,5565.37,501.31
76548,M,33,0.16,0.16
76549,M,30,5542.2,10541.2
76550,M,31,155.52,21.03
76551,M,29,141752.23,132519.2
76552,M,25,12926.09,33861.39
76553,M,59,2572034.1,2520998.64
76554,M,53,77.41,3911.11
76555,M,27,17.03,20.04
76556,M,34,30576.57,30593.02
76557,F,26,2.86,3927.65
76558,F,21,578,376
76559,M,29,21.48,1.47
76560,M,45,9.78,9.78
76561,M,40,79980.9,996867.3
76562,M,21,3.03,3.03
76563,F,53,50,50
76564,M,34,473.2,20001.2
76565,F,35,829.22,13172.26
76566,M,33,12.92,12.92
76567,M,36,31.55,31.55
76568,F,41,8.42,8.42
76569,M,41,2418.08,15390.44
76570,M,27,1432.71,17055.73
76571,M,21,2311.71,341.27
76572,M,32,4109.11,5058.5
76573,M,40,189.53,0
76574,M,39,53564.06,54862.08
76575,M,31,5.79,30.26
76576,M,36,52204.15,51129.6
76577,M,36,135378.99,111493.09
76578,M,37,12683.17,10477.63
76579,M,43,0.84,0.84
76580,M,36,39765.26,35839.56
76581,F,17,218.6,8.1
76582,M,46,230.55,331.56
76583,F,32,0.36,0.36
76584,F,24,11.7,237.48
76585,M,28,3295.11,1177.67
76586,M,27,6308.02,4688.08
76587,F,35,730189.68,730077.82
76588,M,44,1682.63,973.15
76589,M,26,584.47,8166.42
76590,M,29,101.22,7.22
76591,M,43,125.02,6.02
76592,M,22,2100.02,115.63
76593,M,37,3638.01,1435.07
76594,M,41,21914.68,408593.49
76595,M,32,5456.59,135.1
76596,M,40,11017.27,6622.55
76597,M,21,2378.85,2141.74
76598,F,38,363.13,363.13
76599,M,22,41.02,40.98
76600,M,25,8098.1,5258.49
76601,M,43,8.67,8.67
76602,M,36,253122.07,253273.83
76603,M,32,1.58,0.2
76604,F,22,785.32,616.04
76605,F,54,926.52,929.72
76606,M,28,51982.78,6297
76607,M,32,4334.18,1384.16
76608,M,30,55552.73,50580.59
76609,M,43,438.24,55.22
76610,F,45,1492.88,8344.21
76611,M,39,67251.27,57731.39
76612,M,33,402.4,12.4
76613,M,33,0.13,0.13
76614,F,23,638.34,151.84
76615,M,52,2388.88,13388.88
76616,M,36,6.89,6.89
76617,M,26,29.93,0.88
76618,M,39,11729.77,12409.77
76619,M,27,352.57,310.57
76620,M,33,2078.44,10062.73
76621,F,32,468.74,8.97
76622,M,68,6911.19,7286.49
76623,M,32,1266.45,41.15
76624,M,44,56.95,2378.06
76625,M,28,22036.26,3692.09
76626,M,29,304.22,89.72
76627,M,30,100.07,0.07
76628,M,32,329.05,101.31
76629,M,43,267.18,102.55
76630,M,25,0,1032.78
76631,M,54,50355.1,50303.43
76632,M,50,2173.93,4287.87
76633,M,18,3.59,0.09
76634,M,32,441.96,303.1
76635,F,31,669309.23,646434.29
76636,F,51,4326.3,11231.07
76637,M,35,1167.5,85.72
76638,F,25,704.84,17.34
76639,M,48,878.21,51.18
76640,M,56,87.69,87.69
76641,M,24,0.07,0.07
76642,M,26,1750.39,1634.4
76643,M,35,19223.45,14749.29
76644,M,38,2444.65,306.86
76645,M,28,1985.47,2004.69
76646,M,33,-9999,-9999
76647,M,45,44.55,44.55
76648,M,27,0.32,0.32
76649,M,33,1450.26,64.04
76650,M,30,2.58,2.58
76651,F,28,2539.85,1277.57
76652,M,47,310348.91,305013.67
76653,M,20,19,19
76654,M,31,13534.81,4767.92
76655,M,37,0.16,100.56
76656,M,21,0.22,2.26
76657,M,39,20537.61,28532.61
76658,M,37,6.04,305.54
76659,M,34,0,0
76660,F,26,510.24,0.8
76661,M,53,5010.83,4084.23
76662,M,25,1667.32,3325.27
76663,M,42,10.19,10.19
76664,M,30,12770,1940.14
76665,M,44,0.95,0.22
76666,M,25,10.62,9.83
76667,F,29,768.42,482.42
76668,M,26,10229.85,9941.65
76669,M,26,774.9,774.9
76670,M,26,946.61,946.61
76671,M,44,349427.56,346427.57
76672,M,46,1.33,1.33
76673,F,32,56798.39,32482.2
76674,M,26,1.24,608.2
76675,M,34,1198.92,1198.92
76676,M,42,1577.79,1734.56
76677,F,62,501976.8,501276.8
76678,M,29,5491.16,12547.46
76679,M,25,1029.92,681.66
76680,M,21,33181.44,34273.78
76681,M,21,4.09,71.07
76682,M,31,4258.61,48785.71
76683,M,36,4.94,4.94
76684,M,32,1.8,1.8
76685,M,34,29.26,29.26
76686,F,44,151.3,151.3
76687,M,24,2359.71,763.16
76688,M,35,6066.14,4986.25
76689,M,38,718.4,6.4
76690,F,25,557.66,162.74
76691,M,40,177.9,23758.36
76692,M,37,5482.38,18253.23
76693,M,23,331.59,316.59
76694,M,31,5953.96,2421.98
76695,M,31,70.61,3024.15
76696,F,39,655322.8,748060.04
76697,M,30,1712.55,571.55
76698,M,28,50759.79,52537.45
76699,M,37,2134.42,1345.81
76700,M,37,67665.05,81618.66
76701,M,36,5344.93,5344.93
76702,M,28,1351.23,3140
76703,M,32,77.87,1807.37
76704,M,44,185208.41,132755.41
76705,F,27,69568.45,62518.65
76706,M,28,2143.38,2363.31
