g2_id,g2_nam,g2_dnam
JWTS,购物退税,购物退税代付
KFDP,直连汇兑款,与境外直连机构往来汇兑资金
KFTX,外汇清算,外汇清算
KGTX,同业清算,同业代理清算
KPAA,提出贷轧差,IBPS提出贷记轧差
KPAB,提回贷轧差,IBPS提回贷记轧差
KPAC,提出借轧差,IBPS提出借记轧差
KPAD,提回借轧差,IBPS提回借记轧差
KPAE,第三方费用,IBPS第三方贷记手续费
KPAF,三方贷记收,IBPS第三方贷记轧差
KPAG,三方贷记付,IBPS第三方贷记付款轧差
KPAH,清分异常,IBPS提出贷记清分异常
KPAI,清分异常,IBPS提回贷记清分异常
KPAJ,清分异常,IBPS提出借记清分异常
KPAK,清分异常,IBPS提回借记清分异常
KPAL,清分异常,IBPS第三方贷记手续费清分异常
KPAM,清分异常,IBPS第三方贷记清分异常
KPAN,清分异常,IBPS第三方贷记付款清分异常
KPAO,IBPS费用,IBPS费用支出和分润
KPAP,行内清算,IBPS总分行资金清算
KPAQ,IBPS清算,IBPS人行资金清算
KPAR,跨行网银退,跨行网银退款
KPAS,ACS零余额,ACS系统零余额账户行内核算
KPBR,批量退款,厦门代付批量交易退款
KPC1,商户清算,收单类业务商户清算
KPC2,行外被退票,收单类业务商户清算（转行外被退票）
KPC3,商户清行外,收单类业务商户清算（转行外）
KPCA,银联清算,银联清算
KPDB,单笔退款,厦门代付单笔交易退款
KPDK,单笔扣款,厦门代付单笔交易扣款
KPO1,跨境挂账贷,跨境汇出处理贷记挂账
KPOC,跨境汇出贷,跨境汇出处理贷记清算账
KPOF,跨境大额退,跨境汇出处理贷记提出退（大额）
KPOP,跨境大额贷,跨境汇出处理贷记过渡账（大额）
KPOQ,跨境退清分,跨境汇出处理待退票经办退清分
KPOR,跨境退票贷,跨境汇出处理贷记被退票
KPOT,跨境转指定,跨境汇出处理贷记转指定
KPOX,跨境撤销贷,跨境汇出处理贷记主动撤销
KPP1,贷记汇出挂,提出贷记退对接系统挂账
KPP2,借记汇出挂,提出借记收到回执挂账
KPPA,行内清算,汇出处理总分行资金清算
KPPB,人行清算,汇出处理人行资金清算
KPPC,贷记汇出轧,提出贷记轧差清算
KPPD,借记汇出入,提出借记收到回执
KPPI,贷记汇出,提出贷记系统内汇出
KPPJ,借记汇出入,提出借记系统内收到回执
KPPK,批量扣款,厦门代付批量交易扣款
KPPQ,贷记退清分,提出贷记待退票经办退清分
KPPR,贷记汇出退,提出贷记被退票
KPPT,转指定行,转指定行
KPPX,贷记业务撤,提出贷记业务主动撤销
LCFB,支付退回,福费廷支付退回
LCFC,支付提交,福费廷支付提交
LCFE,福费廷手续,福费廷手续费收入
LCFR,福费廷费支,福费廷持有转让费用支出
LCKG,理财快购,购买朝朝盈一卡通代付转入
LCMN,保证金记账,国内信用证活期保证金记账
LCNC,或有核销,国内信用证或有核销
LCNG,或有核算,国内信用证或有核算
LCPB,来单备付,国内信用证来单备付
LCPE,入款清分,国内信用证提回入款清分
LCPF,入款退清分,国内信用证提回入款退清分
LCPP,交单解付,国内信用证交单解付
LCPR,来单付款,国内信用证来单付款
LCPY,福费廷解付,福费廷解付
LCRG,资金入账,国内信用证买入行资金入账
LCTY,理财退卡通,理财类退款到一卡通
LCZR,理财转入,转入电子一卡通一卡通代付
LFA1,开户存入,对公存款产品开户存入
LFA2,开户补入,对公存款产品开户补入
LFA3,开户冲销,对公存款产品开户冲销
LFA4,部分支取,对公存款产品部分支取
LFA5,部提补入,对公存款产品部分支取补入
LFA6,部提撤销,对公存款产品部分支取撤销
LFA7,关户支取,对公存款产品关户支取
LFA8,关户补入,对公存款产品关户支取补入
LFA9,关户撤销,对公存款产品关户支取撤销
LFAA,自动转存,对公存款产品自动转存
LFAB,行外支付,对公存款产品行外支付
LFAC,支付反馈,对公存款产品行外支付
LFAD,本转息活,对公存款产品自动转存
LFAE,转存活期,对公存款产品自动转存
LKWL,尾零返现金,裸信用卡尾零返现活动回馈金
LNFB,退电票付款,电子商业汇票线下付款被退回
LNTF,电票付款,电子商业汇票线下付款
LNTR,票废退款,票据作废退款
LPAP,自动还款,消费易自动扣款还款
LPCP,主动还款,消费易柜台还款－活期
LPDC,调透支额度,调整借贷合一透支额度
LPDP,贷款还款,消费易贷款还款－非冻结
LPHP,退货还款,退货自动还款
LPLP,贷款还款,消费易贷款还款－冻结
LPRF,资金退回,易房通交易资金转买方
LPSV,资金存入,易房通交易资金存入
LPTF,资金转出,易房通交易资金转卖方
LPTP,转账还款,消费易柜台还款－其他卡
LPZ1,定向转账,周转易定向转账
LPZ2,定向转账,周转易转账汇款退回
LPZE,转账退票,周转易定向转账费用退票
LPZF,定向转账,周转易定向转账费用
LPZR,资产转让,个人贷款资产转让
MCPA,关税预扣,海关税费预扣
MCPB,关税实扣,海关税费实扣
MCPC,关税实缴,海关税费担保实缴
MCPD,关税撤销,海关税费预扣撤销
MCWP,网联支付,网联对公网关支付
MCWR,网联退款,网联对公网关退款
MIAU,联通收费,联通收费
MIDJ,易登机费,易登机服务使用费
MIDK,GMAC代扣,上海GMAC代扣
MIDV,数字电视费,数字电视费
MILP,公积金委贷,公积金委托贷款（中间业务平台）
MILR,地税退还,地税退还
MILT,地税扣缴,地税扣缴
MIMH,代售行程单,代售民航总局电子客票行程单
MINR,国税退还,国税退还
MINT,国税扣缴,国税扣缴
MIQS,中央财政回,中央财政支付垫款回款入账
MISC,备用金报账,财政授权支付备用金报账
MITL,电信费,电信费
MITP,中央财政退,中央财政支付退票清算
MOUA,现代化提出,现代化提出
MPAY,移动支付,移动支付
MSE0,教育储蓄,教育储蓄开户
MSE1,教育储蓄,教育储蓄续存
MSE2,教育储蓄,教育储蓄关户
MSE3,教育储蓄,教育储蓄开户撤消
MSE4,教育储蓄,教育储蓄续存撤消
MSE5,教育储蓄,教育储蓄关户撤消
MSE6,教育储蓄,教育储蓄开户补入
MSE7,教育储蓄,教育储蓄续存补入
MSE8,教育储蓄,教育储蓄关户补入
MSE9,教育储蓄,教育储蓄合约信息修改
MSW0,零存整取,零存整取开户
MSW1,零存整取,零存整取续存
MSW2,零存整取,零存整取关户
MSW3,零存整取,零存整取开户撤消
MSW4,零存整取,零存整取续存撤消
MSW5,零存整取,零存整取关户撤消
MSW6,零存整取,零存整取开户补入
MSW7,零存整取,零存整取续存补入
MSW8,零存整取,零存整取关户补入
MSW9,零存整取,零存整取合约信息修改
MURX,MUREX交易,MUREX交易
N3ZZ,综合支付提,综合支付提出借
N5CP,快捷支付,快捷支付
N5CR,快捷退款,快捷退款
N5DP,贷记调账,贷记调账
N5FE,手续费,网联支付机构手续费
N5PB,差错挂账,差错调账挂账
N6CB,批次清算,备付金批次清算
N6CC,批次清算,信用卡批次清算
N6CD,批次清算,借记卡批次清算
N6CF,场次清算,网联场次清算
N6CP,网联商委付,网联商业委托付款
N6DB,差错清算,差错清算备付金
N6DD,差错清算,差错清算借记卡
N6PA,网联异常挂,网联调账异常挂账处理
N6RT,网联退款,网联退款
N6TP,付款申请,网联付款申请收款
N6TR,备付金,备付金批次记账
NCTR,现金池业务,企业银行现金池业务
NNNN,其它,其它
NPT1,对公提出贷,IBPS对公提出贷记
NPT2,对公提回贷,IBPS对公提回贷记
NPT3,对公提出借,IBPS对公提出借记
NPT4,对公提回借,IBPS对公提回借记
NPT5,第三方贷记,IBPS第三方贷记提回
NPT6,第三方借记,IBPS对公第三方提回借记
ON01,视聆通,视聆
ON10,直付通手续,快捷直付通先收后返暂挂手续费
ON21,本行支票转,本行支票转
ON22,港转他本冲,港转他本冲
ON23,港代发,港代发
ON24,港代扣,港代扣
ON25,内地转港活,内地转港活
ON26,内转港活冲,内转港活冲
ON27,其他代扣费,其他代扣费
ON28,PPS转入,PPS转入
ON29,缴费灵,缴费灵
ON2A,港定转活冲,港定转活冲
ON2B,EPS消费,EPS消费
ON2C,支票转出,支票转出
ON2D,支票退票,支票退票
ON2E,支票退票手,支票退票手
ON2F,支票止付手,支票止付手
ON2G,支票邮寄费,支票邮寄费
ON2H,港挂失手续,港挂失手续
ON2I,港户年费,港户年费
ON2J,支票存款,支票存款
ON2K,ATM港取本,ATM港取本
ON2L,ATM港取手,ATM港取手
ON2M,港活转定冲,港活转定冲
ON2P,港购本票本,港购本票本
ON2Q,港购本票手,港购本票手
ON2R,港定期计提,港定期计提
ON2S,港购汇票手,港购汇票手
ON2T,港购汇票本,港购汇票本
ON2U,VISA取款,VISA取款
ON2V,VISA手,VISA手
ON2X,港活期计提,港活期计提
ON2Y,港汇内本冲,港汇内本冲
ON2Z,港转港本冲,港转港本冲
ONA2,福彩,福
ONA3,挂号,挂号
ONA4,金币,金币
ONA5,住房公积金,住房公积金
ONA7,暂收保费,暂收保费
ONA8,圈存,圈存
ONAC,自助设备存,自助设备存
ONAH,ATM/JETCO,ATMJETCO
ONAR,ATM短冲补,ATM短冲补
ONAS,ATM长冲补,ATM长冲补
ONAT,ＡＴＭ,ＡＴＭ
ONAU,自动转存,自动转存
ONAW,补贴,补贴
ONBA,账户年费,账户年费
ONBB,托儿,托儿
ONBC,劳务收入,劳务收入
ONBD,投资本益,投资本益
ONBE,债产权转让,债产权转让
ONBF,个人贷款,个人贷款
ONBG,证券期货款,证券期货款
ONBH,继承赠与款,继承赠与款
ONBI,纳税退还,纳税退还
ONBJ,农副品销售,农副品销售
ONBK,其他,其他
ONBL,有线电视费,有线电视费
ONBM,大额提现费,大额提现手续费
ONBN,代销保险,代销保险
ONBP,传呼,传呼费
ONBQ,个贷还利息,个贷还利息
ONBS,奖学金,奖学金
ONBT,B股转账,B股转账
ONBU,个贷放款,个贷放款
ONBV,个贷还本金,个贷还本金
ONBX,保险,保险
ONBZ,个贷还复息,个贷还复息
ONC1,手机投注,手机投注
ONCA,账户年费,个人账户年费
ONCB,补换卡费,网卡补／换卡手续费
ONCC,存款证明费,存款证明手续费
ONCD,转信用卡,转信用卡
ONCE,现金结汇,柜面现金结汇
ONCF,现金结汇费,现金结汇手续费
ONCG,书面挂失费,书面挂失手续费
ONCH,柜同转现手,柜同转现手
ONCI,外币手续费,外币硬币手续费
ONCJ,销户手续费,销户手续费
ONCK,证券现手费,证券现手费
ONCL,清洁,清洁费
ONCN,专业版费,专业版手续费（现金）
ONCP,加班费,加班费
ONCQ,其他手续费,其他手续费
ONCS,现金,现
ONCT,异地特殊费,异地特殊业务手续费
ONCU,账户管理费,账户管理费
ONCV,协议转存,协议转存
ONCW,柜异普汇手,柜异普汇手
ONCX,柜异快汇手,柜异快汇手
ONCY,柜异存取手,柜异存取手
ONCZ,钞转汇费,钞转汇手续费
OND1,缴费通充值,缴费通充值
OND2,缴费通缴费,缴费通缴费
OND3,车牌拍卖,车牌拍卖
OND4,投注转帐,投注转帐
OND5,中奖资金,中奖资金
OND6,暂收手续费,暂收手续费
OND8,柜面通存,柜面通存
OND9,社保,社保
ONDA,中心卡取款,中心卡ATM取款
ONDB,中心卡费,中心卡ATM手续费
ONDC,中心卡冲帐,中心卡长款冲帐
ONDD,信用卡取现,信用卡柜面取现
ONDE,中心卡冲帐,中心卡短款冲帐
ONDF,信用卡存现,信用卡柜面存现
ONDG,VISA卡取款,VISA卡在我行取款
ONDH,信用卡取款,信用卡自助设备取款
ONDI,港银联卡取,港银联卡取款
ONDJ,银联卡取款,银联卡ATM取款
ONDK,信用卡存款,信用卡自助设备存款
ONDL,信卡预借现,信卡我ATM预借现
ONDM,信用卡CDS,信用卡我CDS缴现
ONDN,银联ATM,银联ATM预借现
ONDO,总中心借现,信用卡总中心ATM预借现金
ONDP,信用卡取冲,信用卡我行ATM预借现隔冲
ONDQ,信用卡取补,信用卡我行ATM预借现隔补
ONDR,信用卡存补,信用卡我行CDS缴现隔日补
ONDS,银联ATM,信用卡银联ATM借现
ONDT,总中心ATM,信用卡总中心ATM借现补
ONDW,ATM银联冲,ATM银联冲
ONDZ,ATM总中冲,ATM总中冲
ONE1,福彩投注,福彩投注
ONE2,福彩转帐,福彩转帐
ONE3,补扣处理,补扣处理
ONE4,规费现金,规费现金
ONEL,电费,电费
ONER,柜面短冲补,柜面短冲补
ONES,柜面长冲补,柜面长冲补
ONEU,柜面手冲补,柜面手冲补
ONEX,兑换欧元,兑换欧元
ONEY,兑换马克,兑换马克
ONEZ,兑换法郎,兑换法郎
ONF1,检易通,检易通
ONF2,捐款,捐款
ONF3,新百消费充,新百消费充
ONF4,校园ＩＣ卡,校园ＩＣ卡
ONF5,中央商场充,中央商场充
ONF6,移动手机充,移动手机充
ONF7,公积金贷款,公积金贷款
ONFA,外汇注册费,外汇注册费
ONFC,外汇买卖,外汇买卖
ONFE,费用,费用
ONFG,外汇月缴费,外汇月缴费
ONFH,外汇季缴费,外汇季缴费
ONFI,外汇年缴费,外汇年缴费
ONFJ,内地分润,内地分润
ONFK,JEC/FEE,RMTJECFEE
ONFL,内地分润,内地分润
ONFO,一户通,一户通
ONFS,中央非税,中央财政非税收入收缴
ONFT,外汇转账,外汇转账
ONFX,钞转汇,钞转汇
ONFY,汇转钞,汇转钞
ONG1,汉网宝,汉网宝
ONG2,联通自缴费,联通自缴费
ONG3,移动实批扣,移动实批扣
ONG4,联通实批扣,联通实批扣
ONG5,电子缴税,电子缴税
ONG6,医疗,医疗
ONG7,慰问,慰问
ONG8,路费,路费
ONG9,水电费,水电费
ONGJ,代发住房金,代发住房金
ONGM,GMAC交易,GMAC交易
ONGS,煤气,煤气
ONGT,缴费易,缴费易
ONH1,公交月票,杭州公交月票业
ONH2,移动充值,杭州移动充值业务
ONH3,同城贷记,同城贷记
ONH4,移动支付,移动支付
ONHJ,个人结汇,个人结汇
ONHS,个人售汇,个人售汇
ONHV,房租,房租
ONI1,保健,保健
ONI2,服装,服装
ONI3,计生,计生
ONI4,清饮,清饮
ONI5,银结通,银结通
ONI6,福利彩票,福利彩票
ONI7,国退税,国退税
ONI8,手机支付,手机支付
ONI9,羊城通,羊城通
ONIC,利现,现金支取时支付利息
ONIL,贷款利息,贷款利息
ONIO,透支息,透支息
ONIR,贷款补偿金,贷款补偿金
ONIS,代付保险,代付保险
ONIT,利转,转账支取时支付利息
ONIV,逾期贷款利,逾期贷款利
ONIZ,国债利息,国债利息
ONJ7,我Ｐ消联卡,我Ｐ消联卡
ONJA,本行手续费,本行卡本行机手续费
ONJB,POS核对,POS消费核对
ONJC,代收手续费,代收银联手续费
ONJD,消费转银联,本行银联消费转银联
ONJE,网上消费核,网上消费核对
ONJF,网上手续费,网上消费手续费
ONJG,消费手续费,中心卡消费手续费
ONJH,本行POS,中心卡在我行机消费
ONJI,POS核对,POS消费核对
ONJK,银联手续费,本行卡银联手续费
ONJL,消费转商户,网上消费转商户
ONJM,消费转商户,信用卡我行POS消转商户
ONJN,暂收手续费,信用卡我消费暂收手
ONJO,消费转银联,信用卡银联消费转银
ONJP,银联手续费,信用卡银联消费代手
ONJQ,暂收手续费,信用卡银联消费暂手
ONJR,转总中心,信用卡总心消费转总
ONJS,暂收手续费,信用卡总心消暂收手
ONJT,基金分红,基金分红
ONJU,基金赎回,基金赎回
ONJV,本行POS,本行POS银联卡
ONJW,其它返还,其它返还
ONJX,POS银联冲,POS银联冲
ONJY,POS总中冲,POS总中冲
ONJZ,本行POS,本行卡本行机消费
ONKJ,跨境转帐,跨境转帐
ONKN,结汇,结汇
ONLA,离岸转帐,离岸转帐
ONLC,联通充值券,联通充值券
ONLD,长话,拨打长话
ONLE,透支放款,国际借记卡透支放款
ONLH,收透支款,国际卡收透支款
ONLI,收透支息,国际卡收透支利息
ONLN,按揭,按揭
ONLO,按揭,按揭
ONLY,收逾期款,收逾期款
ONMA,物业管理,物业管理费
ONMB,医疗福利费,医疗福利费
ONMC,移动电话,移动电话
ONMF,信息费,信息费
ONMO,手机开机费,手机开机费
ONN1,线上直付,银行卡直付
ONN2,掌上消费,掌上生活消费
ONN3,一网通支付,一网通支付
ONN4,一网通支付,一网通支付代扣
ONN5,一网通支付,一网通支付（生活缴费）
ONN6,支付撤销,一网通二维码支付撤销（银联商户）
ONN7,一网通支付,一网通支付
ONN8,网关手续费,网关商户先收后返暂挂手续费
ONN9,一网通手续,一网通商户先收后返暂挂手续费
ONNA,网上手续费,网上手续费
ONNC,银联退款,银联退款
ONND,银联扣款,银联扣款
ONNE,网上消费,网上消费
ONNF,跨行银联转,跨行银联转
ONNG,直付通消费,直付通在消费类商户的交易
ONNH,网同转帐手,网同转帐手
ONNK,直付通交易,直付通在双向类商户的交易（买卖）
ONNL,跨行转账手,跨行转账手
ONNO,银联转出,银联转出
ONNP,银联消费,银联消费
ONNQ,银联跨转入,银联跨转入
ONNR,银联扫码,银联扫码业务
ONNS,银联消费,银联消费
ONNT,银联,银联
ONNU,退网转汇手,退网转汇手
ONNV,直付通转账,由直付通及第三方平台实现的转账
ONNW,网异普汇手,网异普汇手
ONNX,网异快汇手,网异快汇手
ONNZ,网上支付,网上支付
ONOF,现金交易手,现金交易手
ONOH,柜同转帐手,柜同转帐手
ONOI,证券手续费,证券手续费
ONON,专业版手续,专业版手续
ONOU,退柜转汇手,退柜转汇手
ONOW,柜异普汇手,柜异普汇手
ONOX,柜异快汇手,柜异快汇手
ONOY,柜异存取手,柜异存取手
ONOZ,其它手续费,其它手续费
ONP8,预授权,预授权
ONP9,预授权完成,预授权完成
ONPA,冲还贷,冲还贷
ONPB,自助国债售,自助国债售
ONPC,预付卡代售,支付机构预付卡代销
ONPD,自助国债兑,自助国债兑
ONPE,养老,养老
ONPF,国债手续费,国债手续费
ONPG,传呼,传呼
ONPI,代发资金,代发资金
ONPK,代扣资金,代扣资金
ONPO,银联商户,银联商户
ONPP,IP电话费,IP电话费
ONPS,贵宾登机,贵宾登机
ONPT,登机服务费,电话银行登机服务费
ONPX,对账单手续,对账单手续
ONPZ,奖金发放,奖金发放
ONQB,期权买入,期权买入
ONQJ,期权结清,期权结清
ONQS,期权卖出,期权卖出
ONRA,委托购汇,国际借记卡委托购汇
ONRB,日元余数补,日元余数补
ONRT,转账结汇,转账结汇
ONRX,异地手续,异地ATM取款手续费
ONRY,ATM手续冲,ATM手续冲
ONS2,基金申购公,基金申购公
ONSA,工资,工资
ONSB,本行消费,本行消费
ONSC,预授权,预授权
ONSD,追加,追加
ONSE,证券交易,证券交易
ONSF,质押贷款,质押贷款
ONSG,太保期交,太保期交
ONSH,POS/EPS,POS/EPS
ONSI,社区缴费,社区缴费
ONSJ,证券（派）,证券（派）
ONSK,银证转账,银证转账
ONSL,Ｂ股手续,Ｂ股手续费
ONSM,贷款印花税,贷款印花税
ONSN,太保趸交,太保趸交
ONSO,同城认购,同城认购
ONSP,睡眠户收益,睡眠户收益
ONSQ,异地认购,异地认购
ONST,保证金转账,保证金户转账
ONSU,保险费,保险费
ONSV,转逾期,转逾期
ONSW,上网费,上网费
ONSX,手续费,银联手续费
ONSY,逾期贷款还,逾期贷款还
ONSZ,跨行转账手,跨行转账手
ONTA,网上专户,网上专户
ONTB,消费支付,消费支付
ONTC,外部转账,外部转账
ONTD,转出隔冲,转出隔冲
ONTE,转出隔补,转出隔补
ONTF,自助转帐,自助转帐
ONTH,退汇款手续,退汇款手续费
ONTI,利息税,利息税
ONTL,电话费,电话费
ONTO,电话服务,电话服务
ONTP,退转汇本金,退转汇本金
ONTR,转账,内部转账
ONTS,卡内转账,卡内转账
ONTU,学费,学费
ONTV,电视,电视费
ONTX,税款,税款
ONTY,异地汇转本,异地汇转本
ONTZ,同城汇转本,同城汇转本
ONUA,第三方存管,第三方存管
ONUE,额度转活期,额度转活期
ONUF,活期转额度,活期转额度
ONUG,主动还款,主动还款
ONUH,我行扣款,我行扣款
ONUI,非冻结还款,非冻结还款
ONUJ,冻结还款,冻结还款
ONUL,第三方还款,第三方还款
ONUP,报销,报销
ONVA,境外取款,国际借记卡境外取款
ONVB,VISA消费,VISA消费
ONVC,即时赎回,即时赎回
ONVD,即时分红,即时分红
ONVF,境外取款费,国际借记卡境外取款手续费
ONVG,受托分红,受托分红
ONVH,受托还本,受托还本
ONVI,受托申购,受托申购
ONVJ,受托赎回,受托赎回
ONVK,受托认购,受托认购
ONVL,认购费用,认购费用
ONVM,申购费用,申购费用
ONVN,赎回费用,赎回费用
ONVP,境外消费,国际借记卡境外消费
ONWA,稳健理财,稳健理财
ONWB,成长理财,成长理财
ONWC,稳健返还,稳健返还
ONWD,成长返还,成长返还
ONWE,水电,水电
ONWI,网通电话,网通电话
ONWJ,稳健理财,稳健理财
ONWK,成长理财,成长理财
ONWR,自来水费,自来水费
ONWS,神州转账,神州转账
ONWT,水费,水费
ONWW,污水费,污水费
ONXA,我ATM转,我行ATM转账缴款
ONXB,预借现金,信用卡储柜台预借现金
ONXC,缴存现金,信用卡柜台缴存现金
ONXD,柜转账缴款,柜转账缴款
ONXE,提回信用卡,会计提回入信用卡
ONXF,网转账缴款,网转账缴款
ONXG,电话转账缴,电话转账缴信用卡款
ONXH,自扣缴款,自动扣缴信用卡款
ONXI,转缴隔补,转缴隔补
ONXJ,缴款补账,信用卡柜台缴款隔日补
ONXK,预借现金冲,信用卡柜预借现隔日冲
ONXL,预借现金补,信用卡柜预借现隔日补
ONXM,信用卡代扣,信用卡代扣
ONXN,代发信用卡,代发信用卡
ONYA,债券开户费,柜台交易托管账户开户费
ONYB,债券过户费,柜台交易债券非交易过户费
ONYC,债券转出费,柜台交易转托管费
ONYD,债券买卖,柜台交易现券买卖
ONYE,债券利息,柜台交易债券利息
ONYF,债券本金,柜台交易债券本金
ONYG,溢财管理费,溢财管理费
ONYL,银联通转入,银联通转入
ONYM,银联通清算,银联通清算
ONYN,银联通调账,银联通调账
ONYP,跨行YPOS,跨行YPOS
ONYT,跨行YATM,跨行YATM
ONYW,一网通支付,一网通支付（收单）
ONZB,国债认购,国债认购
ONZC,储债提兑本,储债提兑本
ONZD,储蓄国债扣,储蓄国债扣
ONZF,国债转非托,国债转非托
ONZG,储蓄国债费,储蓄国债费
ONZH,储债付利息,储债付利息
ONZI,储债提兑利,储债提兑利
ONZJ,出行易,出行易
ONZK,电话保险,电话保险
ONZP,储债付本金,储债付本金
ONZT,国债转托管,国债转托管
ONZX,报名费,报名费
ONZY,商城快捷交,CMB商城快捷交易
OPIS,OPICS交易,OPICS交易
OTCP,专户转活期,境外投资专户－专户转活期
OTCS,关投资专户,境外投资专户关户利息
OZS1,掌上消费,掌上生活退货
OZS2,消费冲账,掌上生活消费冲账
OZS3,消费补账,掌上生活消费补账
OZS4,退货冲账,掌上生活退货冲账
OZS5,退货补账,掌上生活退货补账
PASY,批量转损益,挂账单批量转损益
PCH1,本行消费,本行消费
PCH2,银联消费,银联消费
PCH3,境外消费,国际卡境外消费
PCH4,电话支付,电话支付
PCH5,POS消费,本行POS消费
PCH6,POS消费,银联POS消费
PCHA,代理消费,本行POS代理消费交易
PCHY,POS下账,POS交易下账
PCHZ,POS过账,POS交易过账
PDAG,提前兑取,凭证式国债客户提前兑取转我行被动投资
PDAH,利息计提,凭证式国债被动投资部分分期付息投资下的利息计提
PDAI,收到利息,凭证式国债被动投资部分收到财政部下划的利息
PDAJ,到期归还,凭证式国债被动投资部分的本息到期归还
PDBY,国债购买,凭证式国债购买
PDCH,国债兑付,凭证式国债兑付
PDFE,兑付费用,凭证式国债提前兑付费用
PDFL,下划国债,总行向分行下划国债款项
PDIN,国债利息,凭证式国债利息
PDOV,自动结转,发行期＋1日自动结转
PDSB,国债短投,银行国债短期投资
PDTI,分行缴款,分行向总行缴国债款项
PDTO,上缴财政,总行向财政部上缴国债款项
PDTX,国债交易,凭证式国债交易
PDWN,国债收益结,国债收益结转
PF36,优化资金冻,摩羯一键优化资金冻结
PHCZ,账户充值,一网通账户（III类户）充值
PHL1,收红包入账,收红包入账
PHL2,退剩余红包,退剩余红包
PHL3,发红包扣款,发红包扣款
PHLA,企业红包,企业福利红包
PHLB,招行红包,招行福利红包
PHLC,行长红包,招商银行行长红包
PHLD,活动红包,活动现金红包
PHLK,红包,红包
PHPJ,支付结转,一网通账户支付结转
PHRJ,退货结转,一网通账户退货结转
PHTC,充值清算,一网通账户充值清算
PHTH,账户退货,一网通账户支付退货
PHTJ,充值结转,一网通账户充值结转
PHZF,账户支付,一网通账户支付
PKPB,银商清算,银商清算
PLAG,归还个贷,归还个人资产贷款
PLAP,归还消费易,归还消费易垫付款项
PLAR,证券化退票,贷资产证券化对外划款退票
PLAT,证券化划款,个贷资产证券化对外划款
PLAZ,归还周转易,归还周转易垫付款项
PLBA,个贷交易,个贷交易
PLBQ,个贷还利息,个贷还利息
PLBU,个贷放款,个贷放款
PLBV,个贷还本金,个贷还本金
PLBZ,个贷还复息,个贷还复息
PLCI,二手楼存入,二手楼资金监管资金存入
PLCO,二手楼释放,二手楼资金监管资金释放
PLCR,二手楼退回,二手楼对外支付退回
PLDT,溢缴款退还,溢缴款退还（周转易转账失败）
PLEA,退款还贷款,场景闪电贷商户退款自动还贷款
PLF0,随借功能费,随借功能使用费
PLF1,随还功能费,随还功能使用费
PLF2,自主月供费,自主月供功能使用费
PLF3,消费易功能,消费易功能使用费
PLF4,周转易功能,周转易功能使用费
PLF5,固定利率,固定利率变更违约金
PLF6,提前还款,提前还款违约金
PLF7,合同变更,合同要素变更违约金
PLF8,额度承诺费,贷款额度承诺费
PLF9,二手楼监管,二手楼监管手续费
PLFA,转让费用,转让费用
PLG1,非标投资,私人银行自营资金非标投资
PLG2,非标还本,私人银行自营资金非标投资还本
PLG3,非标付息,私人银行自营资金非标投资付息
PLG4,非标计提,私人银行自营资金非标投资计提
PLG5,非标冲计提,私人银行自营资金非标投资计提冲销
PLHA,抵债资产,零售个贷抵债资产确认登记
PLHB,抵债冲拨备,个贷冲回贷款减值损失
PLPV,零售个贷拨,零售个贷拨备
PLXW,小微免税,小微个贷免税调整
PNBL,贷款发放,个人质押贷款放款
PNBO,贷款逾期,个人质押贷款本金逾期
PNBR,贷款归还,个人质押贷款还款
PNBS,贷款本金,质押贷款本金
PNCP,补偿金,提前换款的补偿金
PNIJ,质押贷计提,储蓄质押贷款计提
PNIR,贷款利息,质押贷款利息
PNOV,逾期利息,质押贷款逾期利息
PNPS,贷款罚息,质押贷款罚息
PNTX,印花税,质押贷款印花税
PRI3,投资成交,投资成交
PRI4,投资失败,投资失败
PRL3,融资成交,融资成交
PROP,中登转账,上海中登转账
PRR1,融资还款,融资还款
PRR2,投资回款,投资回款
PRT1,理财转让,理财转让
PRT3,理财受让,理财受让
PSBY,买凭证费,购买凭证费用
PSLS,挂失凭证,挂失凭证费用
PTDI,他行柜面存,本行卡在他行柜面存款（银联柜面通渠道）
PTDO,他行柜面取,本行卡在他行柜面取款（银联柜面通渠道）
PTFI,转入,银联渠道转入
PTFO,转出,银联渠道转出
PXRS,贷记调账,银联无卡快捷贷记调账
PXSI,绑定卡转入,一卡通（II类）绑定卡转入
QBL1,ATM查询,ATM查询
QBL2,POS查询,POS查询
QCRA,提回清分,提回清分（二代）处理
QORA,跨境提回贷,跨境提回清分贷记清算账
QRTA,外汇汇款,外汇汇款（网上外汇清分系统专用）
QXQB,预借现金补,预借现金（全渠道）补账
QXQQ,预借现金转,预借现金转他行-银联全渠道
QXZT,预借现金转,预借现金转他行
RECC,现金圈存,电子现金卡现金圈存
RECD,圈存冲正,电子现金卡现金圈存冲正
RECW,现金圈提,现金圈提
REFC,IC卡退现,异常调账（现金）
REFE,IC卡退款,异常调账（转账）
REPB,本行消费,电子现金卡卡中心消费清算
REPC,本行消费补,电子现金卡卡中心消费调账
REPE,银联消费,电子现金卡银联消费清算
REPF,银联消费补,电子现金卡银联消费调账
REPK,IC卡残值,IC卡残值
RERA,卡中心退货,电子现金卡中心退货
RERB,IC卡银联退,IC卡银联退货
RERC,IC卡退圈存,IC卡退货圈存
RERD,冲IC卡退,IC卡退货圈存冲账
